year,plant,region_province,type,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12, percentage_per_ton 
2551,ลิ้นจี่,จันทบุรี,ร้อยละ, -   , -   , -   , 3.24 , 67.41 , 29.35 , -   , -   , -   , -   , -   , -   , 100.00 
2551,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 83 ," 1,725 ", 751 , -   , -   , -   , -   , -   , -   ," 2,559 "
2551,ลิ้นจี่,กาญจนบุรี,ร้อยละ, -   , -   , -   , 92.31 , 7.69 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2551,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 24 , 2 , -   ,, -   , -   , -   , -   , -   , 26 
2551,ลิ้นจี่,ราชบุรี,ร้อยละ, -   , -   , -   , 94.12 , 5.88 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2551,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 16 , 1 , -   , -   , -   , -   , -   , -   , -   , 17 
2551,ลิ้นจี่,สมุทรสงคราม,ร้อยละ, -   , -   , 59.46 , 40.54 , -   , -   , -   , -   , -   , -   , -   , -   , 100.00 
2551,ลิ้นจี่,,ปริมาณ, -   , -   , 88 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , 148 
2551,ลำไย,รวมทั้งประเทศ,ร้อยละ, 3.15 , 3.62 , 2.68 , 2.71 , 1.78 , 3.80 , 27.20 , 41.65 , 2.53 , 2.15 , 3.14 , 5.59 , 100.00 
2551,ลำไย,,ปริมาณ," 15,062 "," 17,321 "," 12,818 "," 12,941 "," 8,515 "," 18,109 "," 129,982 "," 199,083 "," 12,115 "," 10,273 "," 15,031 "," 26,706 "," 477,956 "
2551,ลำไย,ภาคเหนือ,ร้อยละ, 1.20 , 1.12 , 1.10 , 0.83 , 1.16 , 4.48 , 30.62 , 50.75 , 3.06 , 1.61 , 1.85 , 2.22 , 100.00 
2551,ลำไย,,ปริมาณ," 4,597 "," 4,291 "," 4,202 "," 3,166 "," 4,434 "," 17,123 "," 117,001 "," 193,910 "," 11,700 "," 6,154 "," 7,060 "," 8,476 "," 382,114 "
2551,ลำไย,ตะวันออก/เหนือ,ร้อยละ, -   , 0.04 , 1.15 , 4.08 , 2.75 , 4.41 , 62.18 , 23.59 , 1.45 , 0.26 , 0.06 , 0.03 , 100.00 
2551,ลำไย,,ปริมาณ, -   , 8 , 233 , 829 , 558 , 897 ," 12,645 "," 4,797 ", 295 , 53 , 13 , 7 ," 20,335 "
2551,ลำไย,ภาคกลาง,ร้อยละ, 13.86 , 17.25 , 11.10 , 11.85 , 4.67 , 0.12 , 0.44 , 0.50 , 0.16 , 5.38 , 10.54 , 24.13 , 100.00 
2551,ลำไย,,ปริมาณ," 10,465 "," 13,022 "," 8,383 "," 8,946 "," 3,523 ", 89 , 336 , 376 , 120 ," 4,066 "," 7,958 "," 18,223 "," 75,507 "
2551,ลำไย, เชียงราย ,ร้อยละ, -   , -   , -   , -   , -   , 7.73 , 15.24 , 55.40 , 3.58 , 8.31 , 5.23 , 4.51 , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   ," 3,142 "," 6,194 "," 22,518 "," 1,455 "," 3,378 "," 2,126 "," 1,833 "," 40,646 "
2551,ลำไย, พะเยา ,ร้อยละ, -   , -   , -   , -   , -   , -   , 36.86 , 63.14 , -   , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 6,130 "," 10,501 ", -   , -   , -   , -   ," 16,631 "
2551,ลำไย, ลำปาง ,ร้อยละ, -   , -   , -   , -   , -   , 19.04 , 25.13 , 45.88 , 9.95 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   ," 1,662 "," 2,193 "," 4,004 ", 868 , -   , -   , -   ," 8,727 "
2551,ลำไย, ลำพูน ,ร้อยละ, 1.12 , 0.82 , 0.85 , 0.57 , 1.21 , 2.32 , 33.23 , 55.47 , 1.86 , 0.79 , 0.56 , 1.20 , 100.00 
2551,ลำไย,,ปริมาณ," 1,349 ", 987 ," 1,023 ", 686 ," 1,457 "," 2,793 "," 40,009 "," 66,785 "," 2,239 ", 952 , 674 ," 1,445 "," 120,399 "
2551,ลำไย, เชียงใหม่ ,ร้อยละ, 0.50 , 1.00 , 1.14 , 1.45 , 0.73 , 2.93 , 30.18 , 53.48 , 3.57 , 0.77 , 2.10 , 2.15 , 100.00 
2551,ลำไย,,ปริมาณ, 755 ," 1,510 "," 1,721 "," 2,189 "," 1,102 "," 4,424 "," 45,570 "," 80,751 "," 5,391 "," 1,163 "," 3,171 "," 3,246 "," 150,993 "
2551,ลำไย, แม่ฮ่องสอน ,ร้อยละ, -   , -   , -   , -   , -   , -   , 37.93 , 62.07 , -   , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , -   , 594 , 972 , -   , -   , -   , -   ," 1,566 "
2551,ลำไย, ตาก ,ร้อยละ, 17.49 , 11.92 , 9.34 , 1.59 , 13.78 , 23.72 , 2.05 , 2.15 , -   , 2.99 , 5.12 , 9.85 , 100.00 
2551,ลำไย,,ปริมาณ," 2,249 "," 1,532 "," 1,200 ", 204 ," 1,771 "," 3,048 ", 264 , 276 , -   , 384 , 658 ," 1,266 "," 12,852 "
2551,ลำไย, กำแพงเพชร ,ร้อยละ, 6.47 , 6.83 , 6.52 , 2.23 , 2.49 , 6.82 , 28.72 , 13.95 , 7.74 , 1.96 , 2.45 , 13.82 , 100.00 
2551,ลำไย,,ปริมาณ, 244 , 258 , 246 , 84 , 94 , 257 ," 1,083 ", 526 , 292 , 74 , 92 , 521 ," 3,771 "
2551,ลำไย, สุโขทัย ,ร้อยละ, -   , 0.16 , 0.49 , 0.12 , 0.42 , 6.26 , 24.71 , 62.44 , 5.40 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , 4 , 12 , 3 , 10 , 153 , 604 ," 1,526 ", 132 , -   , -   , -   ," 2,444 "
2551,ลำไย, แพร่ ,ร้อยละ, -   , -   , -   , -   , -   , 11.66 , 34.91 , 40.31 , 13.12 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 441 ," 1,320 "," 1,524 ", 496 , -   , -   , -   ," 3,781 "
2551,ลำไย, น่าน ,ร้อยละ, -   , -   , -   , -   , -   , 4.77 , 63.51 , 23.65 , 5.40 , -   , 1.48 , 1.19 , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 655 ," 8,723 "," 3,248 ", 742 , -   , 203 , 163 ," 13,734 "
2551,ลำไย, อุตรดิตถ์ ,ร้อยละ, -   , -   , -   , -   , -   , 12.17 , 73.85 , 13.98 , -   , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 370 ," 2,245 ", 425 , -   , -   , -   , -   ," 3,040 "
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 178 ," 2,072 ", 854 , 85 , 203 , 136 , 2 ," 3,530 "
2551,ลำไย, เลย ,ร้อยละ, -   , -   , -   , -   , -   , 0.17 , 69.44 , 30.29 , 0.10 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 17 ," 7,010 "," 3,058 ", 10 , -   , -   , -   ," 10,095 "
2551,ลำไย, หนองบัวลำภู ,ร้อยละ, -   , -   , -   , -   , -   , 0.31 , 81.18 , 18.36 , 0.15 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 6 ," 1,587 ", 359 , 3 , -   , -   , -   ," 1,955 "
2551,ลำไย, อุดรธานี ,ร้อยละ, -   , -   , -   , 4.61 , 10.72 , 5.28 , 51.79 , 21.38 , 4.30 , 1.40 , 0.36 , 0.16 , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , 89 , 207 , 102 ," 1,000 ", 413 , 83 , 27 , 7 , 3 ," 1,931 "
2551,ลำไย, หนองคาย ,ร้อยละ, -   , -   , -   , -   , 2.23 , 10.21 , 70.63 , 14.95 , 1.45 , 0.53 , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , 46 , 211 ," 1,460 ", 309 , 30 , 11 , -   , -   ," 2,067 "
2551,ลำไย, ยโสธร ,ร้อยละ, -   , -   , -   , -   , -   , -   , 52.20 , 17.61 , 30.19 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , -   , 83 , 28 , 48 , -   , -   , -   , 159 
2551,ลำไย, อุบลราชธานี ,ร้อยละ, -   , 0.80 , 1.60 , 15.67 , 21.46 , 28.44 , 23.35 , 3.89 , 4.79 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , 8 , 16 , 157 , 215 , 285 , 234 , 39 , 48 , -   , -   , -   ," 1,002 "
2551,ลำไย, ศรีสะเกษ ,ร้อยละ, -   , -   , -   , 8.87 , 0.80 , 11.66 , 56.42 , 21.46 , 0.79 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , 67 , 6 , 88 , 426 , 162 , 6 , -   , -   , -   , 755 
2551,ลำไย, ชัยภูมิ ,ร้อยละ, -   , -   , 18.99 , 20.57 , 3.41 , 7.17 , 36.13 , 9.62 , 4.11 , -   , -   , -   , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , 217 , 235 , 39 , 82 , 413 , 110 , 47 , -   , -   , -   ," 1,143 "
2551,ลำไย, นครราชสีมา ,ร้อยละ, -   , -   , -   , 22.88 , 3.66 , 8.63 , 35.18 , 25.98 , 1.63 , 1.22 , 0.49 , 0.33 , 100.00 
2551,ลำไย,,ปริมาณ, -   , -   , -   , 281 , 45 , 106 , 432 , 319 , 20 , 15 , 6 , 4 ," 1,228 "
2551,ลำไย, สุพรรณบุรี ,ร้อยละ, 16.04 , 13.35 , 2.20 , 5.23 , 0.76 , 1.51 , 13.43 , 17.96 , 3.44 , 2.41 , 14.45 , 9.22 , 100.00 
2551,ลำไย,,ปริมาณ, 233 , 194 , 32 , 76 , 11 , 22 , 195 , 261 , 50 , 35 , 210 , 134 ," 1,453 "
2551,ลำไย, สระแก้ว ,ร้อยละ, 17.05 , 35.38 , 5.90 , 3.46 , 1.03 , 2.82 , 4.74 , 5.13 , 0.64 , 4.10 , 11.03 , 8.72 , 100.00 
2551,ลำไย,,ปริมาณ, 308 , 638 , 107 , 62 , 19 , 51 , 86 , 93 , 12 , 74 , 199 , 157 ," 1,806 "
2551,ลำไย, จันทบุรี ,ร้อยละ, 13.75 , 16.94 , 11.45 , 12.19 , 4.85 , -   , -   , -   , -   , 5.49 , 10.43 , 24.90 , 100.00 
2551,ลำไย,,ปริมาณ," 9,886 "," 12,180 "," 8,232 "," 8,764 "," 3,487 ", -   , -   , -   , -   ," 3,947 "," 7,499 "," 17,903 "," 71,898 "
2551,ลำไย, สมุทรสาคร ,ร้อยละ, 23.53 , 5.88 , 6.54 , 26.80 , 1.31 , 7.19 , 12.42 , 1.96 , 11.10 , -   , -   , 3.27 , 100.00 
2551,ลำไย,,ปริมาณ, 36 , 9 , 10 , 41 , 2 , 11 , 19 , 3 , 17 , -   , -   , 5 , 153 
2551,ลำไย, นครปฐม ,ร้อยละ, 1.02 , 0.51 , 1.02 , 1.52 , 2.03 , 2.54 , 18.27 , 9.64 , 20.81 , 5.08 , 25.38 , 12.18 , 100.00 
2551,ลำไย,,ปริมาณ, 2 , 1 , 2 , 3 , 4 , 5 , 36 , 19 , 41 , 10 , 50 , 24 , 197 
2551,มังคุด, รวมทั้งประเทศ , ร้อยละ , 1.38 , 1.25 , 0.50 , 11.30 , 41.57 , 18.09 , 8.61 , 7.42 , 5.59 , 3.73 , 0.29 , 0.27 , 100.00 
2551,มังคุด,,ปริมาณ," 2,416 "," 2,180 ", 880 ," 19,814 "," 72,857 "," 31,708 "," 15,084 "," 13,011 "," 9,799 "," 6,531 ", 512 , 482 ," 175,274 "
2551,มังคุด, กลาง , ร้อยละ , -   , -   , 0.77 , 17.11 , 59.24 , 20.94 , 1.93 , 0.01 , -   , -   , -   , -   , 100.00 
2551,มังคุด,,ปริมาณ, -   , -   , 880 ," 19,113 "," 66,544 "," 23,668 "," 2,169 ", 13 , -   , -   , -   , -   ," 112,387 "
2551,มังคุด, ใต้ , ร้อยละ , 3.84 , 3.47 , -   , 1.11 , 10.04 , 12.78 , 20.54 , 20.67 , 15.58 , 10.39 , 0.81 , 0.77 , 100.00 
2551,มังคุด,,ปริมาณ," 2,416 "," 2,180 ", -   , 701 ," 6,313 "," 8,040 "," 12,915 "," 12,998 "," 9,799 "," 6,531 ", 512 , 482 ," 62,887 "
2551,มังคุด, นนทบุรี , ร้อยละ , -   , -   , -   , 20.79 , 36.64 , 32.67 , 9.90 , -   , -   , -   , -   , -   , 100.00 
2551,มังคุด,,ปริมาณ, -   , -   , -   , 21 , 37 , 33 , 10 , -   , -   , -   , -   , -   , 101 
2551,มังคุด, ปราจีนบุรี , ร้อยละ , -   , -   , -   , 23.20 , 32.77 , 31.95 , 12.08 , -   , -   , -   , -   , -   , 100.00 
2551,มังคุด,,ปริมาณ, -   , -   , -   , 286 , 404 , 394 , 149 , -   , -   , -   , -   , -   ," 1,233 "
2551,มังคุด, จันทบุรี , ร้อยละ , -   , -   , 0.90 , 15.34 , 57.89 , 23.67 , 2.20 , -   , -   , -   , -   , -   , 100.00 
2551,มังคุด,,ปริมาณ, -   , -   , 699 ," 11,923 "," 44,997 "," 18,398 "," 1,712 ", -   , -   , -   , -   , -   ," 77,729 "
2551,มังคุด, ตราด , ร้อยละ , -   , -   , 0.11 , 26.50 , 64.30 , 8.28 , 0.81 , -   , -   , -   , -   , -   , 100.00 
2551,มังคุด,,ปริมาณ, -   , -   , 22 ," 5,448 "," 13,218 "," 1,702 ", 167 , -   , -   , -   , -   , -   ," 20,557 "
2551,มังคุด, ระยอง , ร้อยละ , -   , -   , 1.29 , 11.63 , 62.97 , 23.98 , 0.13 , -   , -   , -   , -   , -   , 100.00 
2551,มังคุด,,ปริมาณ, -   , -   , 159 ," 1,432 "," 7,757 "," 2,954 ", 16 , -   , -   , -   , -   , -   ," 12,318 "
2551,มังคุด, ชลบุรี , ร้อยละ , -   , -   , -   , 3.30 , 46.15 , 48.35 , 2.20 , -   , -   , -   , -   , -   , 100.00 
